datetime,Open,High,Low,Close,Volume
2009-06-21 19:00:00,1589.315793,1589.315793,1589.315793,1589.315793,4
2009-06-21 20:00:00,1589.858036,1589.858036,1585.248966,1586.333453,194
2009-06-21 21:00:00,1586.333453,1591.484767,1585.79121,1590.129158,214
2009-06-21 22:00:00,1589.586915,1590.671402,1588.502428,1589.315793,95
2009-06-21 23:00:00,1588.773549,1594.738228,1588.773549,1594.195985,264
2009-06-22 00:00:00,1593.653741,1594.738228,1589.315793,1591.213645,345
2009-06-22 01:00:00,1592.298132,1593.382619,1586.333453,1588.502428,870
2009-06-22 02:00:00,1588.502428,1589.315793,1580.097653,1581.995505,2096
2009-06-22 03:00:00,1581.453262,1582.266627,1573.59073,1574.946339,3700
2009-06-22 04:00:00,1575.217461,1577.115313,1571.692878,1576.301948,1902
2009-06-22 05:00:00,1576.301948,1583.893358,1573.59073,1574.132974,2946
2009-06-22 06:00:00,1573.861852,1578.470922,1573.59073,1574.946339,2225
2009-06-22 07:00:00,1574.946339,1576.844192,1571.964,1573.861852,3694
2009-06-22 08:00:00,1573.59073,1580.097653,1560.848007,1563.016982,57844
2009-06-22 09:00:00,1563.288103,1563.288103,1550.816502,1552.985476,61504
2009-06-22 10:00:00,1552.985476,1557.594546,1546.749676,1548.105284,35109
2009-06-22 11:00:00,1548.105284,1550.274259,1544.580701,1547.834163,22124
2009-06-22 12:00:00,1547.563041,1548.376406,1541.32724,1548.105284,21740
2009-06-22 13:00:00,1548.105284,1552.985476,1546.478554,1550.54538,28322
2009-06-22 14:00:00,1550.54538,1555.696694,1544.038458,1544.30958,52920
2009-06-22 15:00:00,1544.580701,1550.003137,1544.038458,1549.189772,13760
2009-06-22 16:00:00,1549.460893,1549.732015,1547.834163,1547.834163,127
2009-06-22 17:00:00,1547.834163,1548.376406,1547.020797,1548.105284,96
2010-12-15 19:00:00,2399.06787,2402.340441,2399.06787,2402.340441,225
2010-12-15 20:00:00,2402.067727,2402.067727,2399.06787,2399.613298,232
2010-12-15 21:00:00,2399.613298,2399.886013,2397.704298,2399.340584,199
2010-12-15 22:00:00,2399.06787,2402.067727,2399.06787,2401.249584,239
2010-12-15 23:00:00,2401.249584,2402.613156,2400.97687,2402.067727,121
2010-12-16 00:00:00,2402.340441,2405.067585,2402.067727,2402.88587,322
2010-12-16 01:00:00,2402.88587,2403.704013,2399.886013,2403.158584,581
2010-12-16 02:00:00,2403.158584,2406.158442,2401.522298,2405.613013,1761
2010-12-16 03:00:00,2405.613013,2406.976585,2403.976727,2406.431156,1891
2010-12-16 04:00:00,2406.703871,2406.703871,2402.613156,2403.158584,898
2010-12-16 05:00:00,2402.613156,2406.703871,2401.249584,2406.431156,1326
2010-12-16 06:00:00,2406.703871,2408.067442,2400.704156,2402.88587,2838
2010-12-16 07:00:00,2402.88587,2406.703871,2402.88587,2405.067585,3932
2010-12-16 08:00:00,2405.067585,2409.431014,2401.249584,2401.795013,25582
2010-12-16 09:00:00,2401.522298,2410.521871,2397.431584,2409.431014,27631
2010-12-16 10:00:00,2409.703728,2422.248587,2407.794728,2420.612301,29984
2010-12-16 11:00:00,2420.339587,2423.612158,2418.703301,2423.06673,14732
2010-12-16 12:00:00,2422.794015,2423.06673,2418.976015,2419.521444,12066
2010-12-16 13:00:00,2419.521444,2421.157729,2416.7943,2417.612443,10875
2010-12-16 14:00:00,2417.612443,2421.703158,2417.067015,2418.703301,26619
2010-12-16 15:00:00,2418.703301,2426.88473,2418.430586,2423.339444,14392
2010-12-16 16:00:00,2422.794015,2424.157587,2421.430444,2421.430444,340
2010-12-16 17:00:00,2422.248587,2423.06673,2420.885015,2422.248587,146
2012-11-29 18:00:00,2950.775053,2954.914361,2949.11933,2952.982684,965
2012-11-29 19:00:00,2953.258638,2958.225808,2952.70673,2957.949854,825
2012-11-29 20:00:00,2957.949854,2960.433439,2956.570085,2958.501762,741
2012-11-29 21:00:00,2958.501762,2959.329624,2954.0865,2957.397947,999
2012-11-29 22:00:00,2957.397947,2957.949854,2956.294131,2957.397947,384
2012-11-29 23:00:00,2956.570085,2957.397947,2955.466269,2957.121993,699
2012-11-30 00:00:00,2956.846039,2958.225808,2955.466269,2956.846039,446
2012-11-30 01:00:00,2956.846039,2960.709393,2956.294131,2959.605578,1206
2012-11-30 02:00:00,2959.605578,2964.296794,2958.225808,2963.192978,1818
2012-11-30 03:00:00,2962.917025,2965.124656,2961.261301,2962.917025,2044
2012-11-30 04:00:00,2962.641071,2964.848702,2961.813209,2963.744886,2250
2012-11-30 05:00:00,2963.744886,2968.98801,2963.468932,2966.780379,3153
2012-11-30 06:00:00,2966.780379,2967.884195,2964.02084,2964.296794,2879
2012-11-30 07:00:00,2964.296794,2964.848702,2958.501762,2958.777716,5713
2012-11-30 08:00:00,2958.501762,2960.709393,2951.051007,2952.430776,32929
2012-11-30 09:00:00,2952.430776,2957.397947,2948.843376,2954.638408,32426
2012-11-30 10:00:00,2954.362454,2955.190315,2944.152159,2950.499099,27626
2012-11-30 11:00:00,2950.775053,2953.810546,2946.635744,2949.395283,18730
2012-11-30 12:00:00,2949.395283,2954.638408,2948.291468,2953.534592,12527
2012-11-30 13:00:00,2953.534592,2957.6739,2948.015514,2948.291468,14451
2012-11-30 14:00:00,2948.291468,2960.709393,2945.807883,2953.534592,35704
2012-11-30 15:00:00,2953.810546,2958.225808,2951.602915,2957.949854,7523
2012-11-30 16:00:00,2957.6739,2959.329624,2957.397947,2958.777716,213
2012-12-06 18:00:00,2931.182326,2932.562096,2930.630418,2931.734234,319
2012-12-06 19:00:00,2931.45828,2932.286142,2930.07851,2931.45828,467
2012-12-06 20:00:00,2931.45828,2932.010188,2929.802557,2931.45828,401
2012-12-06 21:00:00,2931.182326,2931.734234,2930.354464,2930.906372,179
2012-12-06 22:00:00,2930.906372,2931.182326,2929.526603,2930.906372,123
2012-12-06 23:00:00,2930.906372,2932.838049,2930.906372,2930.906372,233
2012-12-07 00:00:00,2930.906372,2931.734234,2929.250649,2929.526603,704
2012-12-07 01:00:00,2929.526603,2930.906372,2925.387294,2925.663248,1466
